Date,Low,Open,Volume,High,Close,Adjusted Close,Price,SMA_10,RSI_14
1981-01-05,0.1506700068712234,0.1512279957532882,35728000,0.1512279957532882,0.1506700068712234,0.1172436103224754,0.0005581584483961941,0.0005283657986750895,0.6485250120278394
1981-01-06,0.1439729928970337,0.1445309966802597,45158400,0.1445309966802597,0.1439729928970337,0.1120323538780212,0.0005213537588502242,0.0005383821348727744,0.5352893827102546
1981-01-07,0.1378349959850311,0.1383929997682571,55686400,0.1383929997682571,0.1378349959850311,0.1072560995817184,0.000487621251847697,0.0005415126207618279,0.4496691271553077
1981-01-08,0.1350450068712234,0.1356029957532882,39827200,0.1356029957532882,0.1350450068712234,0.1050850972533226,0.00047228834623243694,0.0005399476620011676,0.4146213239870924
1981-01-09,0.1422989964485168,0.1422989964485168,21504000,0.1428570002317428,0.1422989964485168,0.1107298135757446,0.0005121539991026459,0.0005383826948821582,0.5058988835145828
1981-01-12,0.141183003783226,0.1422989964485168,23699200,0.1422989964485168,0.141183003783226,0.1098613888025283,0.0005060208532349643,0.0005286793537799449,0.4908753069999183
1981-01-13,0.1361609995365142,0.1367190033197403,23049600,0.1367190033197403,0.1361609995365142,0.1059534698724746,0.00047842149210011855,0.0005149071015116472,0.42626428975305575
1981-01-14,0.1367190033197403,0.1367190033197403,14291200,0.1372770071029663,0.1367190033197403,0.1063877046108245,0.00048148810598001537,0.0005036387932904246,0.4338321345429269
1981-01-15,0.1395090073347091,0.1395090073347091,14067200,0.140625,0.1395090073347091,0.1085587218403816,0.000496821093487386,0.0004964393962352864,0.4718700687358597
1981-01-16,0.1383929997682571,0.1389510035514831,13395200,0.1389510035514831,0.1383929997682571,0.1076903268694877,0.0004906878657275934,0.00048767503206113914,0.45597433726057535
1981-01-19,0.1467629969120025,0.1467629969120025,41574400,0.1473210006952285,0.1467629969120025,0.1142033860087394,0.0005366867463575948,0.00048548351474180255,0.5609570553994521
1981-01-20,0.1422989964485168,0.1428570002317428,30083200,0.1428570002317428,0.1422989964485168,0.1107298135757446,0.0005121539991026459,0.0004845445378137365,0.4967374607225006
1981-01-21,0.1450890004634857,0.1450890004634857,15904000,0.1462049931287765,0.1450890004634857,0.1129008084535598,0.0005274869866100167,0.0004886134489798212,0.5297233382695183
1981-01-22,0.1467629969120025,0.1467629969120025,35548800,0.1478790044784546,0.1467629969120025,0.1142033860087394,0.0005366867463575948,0.0004951862958346321,0.5492179430498125
1981-01-23,0.1462049931287765,0.1467629969120025,11222400,0.1473210006952285,0.1462049931287765,0.1137691661715507,0.0005336201324776984,0.0004973772447862356,0.5402960750892334
1981-01-26,0.1439729928970337,0.1445309966802597,24640000,0.1445309966802597,0.1439729928970337,0.1120323538780212,0.0005213537588502242,0.000498942203546896,0.5041698476884869
1981-01-27,0.1428570002317428,0.1439729928970337,23699200,0.1439729928970337,0.1428570002317428,0.1111639589071273,0.0005152206129825422,0.0005026981196175088,0.4861376012439663
1981-01-28,0.1383929997682571,0.1389510035514831,28156800,0.1389510035514831,0.1383929997682571,0.1076903268694877,0.0004906878657275934,0.0005036370965455748,0.41795037619392406
1981-01-29,0.1333709955215454,0.1339289993047714,43904000,0.1339289993047714,0.1333709955215454,0.1037824675440788,0.00046308850459274824,0.0005001941672120845,0.3515123226128406
1981-01-30,0.1261159926652908,0.1272320002317428,46188800,0.1272320002317428,0.1261159926652908,0.0981369838118553,0.00042321728305899257,0.0004933077568940692,0.27243125009778213
1981-02-02,0.1188620030879974,0.1194199994206428,23766400,0.1194199994206428,0.1188620030879974,0.0924922749400138,0.0003833516301887837,0.00047765755076963946,0.20919283827362384
1981-02-03,0.1233260035514831,0.1233260035514831,19152000,0.1238839998841285,0.1233260035514831,0.0959659591317176,0.00040788437744373253,0.0004670152327393602,0.28250619017089135
1981-02-04,0.1277900040149688,0.1277900040149688,27865600,0.1283479928970337,0.1277900040149688,0.0994396060705185,0.0004324171246986814,0.0004573118916371468,0.3492085704920167
1981-02-05,0.1277900040149688,0.1277900040149688,7929600,0.1289059966802597,0.1277900040149688,0.0994396060705185,0.0004324171246986814,0.00044666957360686753,0.3492085704920167
1981-02-06,0.1283479928970337,0.1283479928970337,13865600,0.1289059966802597,0.1283479928970337,0.0998738184571266,0.00043548365668646716,0.00043665323740918255,0.3579977713149314
1981-02-09,0.1216519996523857,0.1227679997682571,16755200,0.1227679997682571,0.1216519996523857,0.0946632996201515,0.0003986845767500992,0.00042413296134359677,0.28544639242701375
1981-02-10,0.1216519996523857,0.1216519996523857,18345600,0.1222100034356117,0.1216519996523857,0.0946632996201515,0.0003986845767500992,0.00041223866711060546,0.28544639242701364
